id_videojuego,id_genero,nombre_videojuego
1502,10,Marvel Super Hero Squad
1503,4,Solitaire Overload
1504,11,Ghost Trick: Phantom Detective
1505,4,Green Day: Rock Band
1506,6,Wolfenstein: The Old Blood
1507,4,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!
1508,11,JumpStart: Escape from Adventure Island
1509,5,Style Lab: Makeover
1510,6,Condemned: Criminal Origins
1511,2,Monster Jam: Urban Assault
1512,6,Tom Clancy's HAWX 2
1513,5,Harvest Moon: Grand Bazaar
1514,11,Zack & Wiki: Quest for Barbaros' Treasure
1515,4,Animal Crossing: Amiibo Festival
1516,1,Fishing Resort
1517,10,WWE All Stars
1518,8,Katamari Forever
1519,9,TimeShift
1520,6,Attack on Titan: Humanity in Chains
1521,7,TERA
1522,6,Tomb Raider: The Last Revelation
1523,6,Mass Effect Trilogy
1524,11,James Patterson Women's Murder Club: Games of Passion
1525,4,Itadaki Street DS
1526,3,Castlevania: Order of Ecclesia
1527,10,BlazBlue: Continuum Shift
1528,4,Six Flags Fun Park
1529,5,Spore Hero
1530,4,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki
1531,6,Spider-Man: Web of Shadows
1532,4,SpongeBob SquigglePants
1533,5,Fantastic Pets
1534,1,UEFA Euro 2008 Austria-Switzerland
1535,2,Monster Trucks Mayhem
1536,1,Winter Sports 2: The Next Challenge
1537,4,Disney Princess: Enchanting Storybooks
1538,6,The Wonderful 101
1539,6,No More Heroes 2: Desperate Struggle
1540,9,Battlefield 2: Modern Combat
1541,2,Speed Racer: The Videogame
1542,5,Littlest Pet Shop
1543,4,Just Dance Kids 2
1544,9,The Gunstringer
1545,6,Asura's Wrath
1546,4,My Virtual Tutor: Reading Adventure First to Second Grade
1547,5,Story of Seasons
1548,6,Beowulf: The Game
1549,6,Super Monkey Ball: Step & Roll
1550,12,Overlord
1551,6,WipeOut 3 The Game
1552,4,Taiko no Tatsujin Wii: Dodon to 2 Yome!
1553,12,Advance Wars: Dual Strike
1554,6,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009
1555,6,Final Fantasy Crystal Chronicles: The Crystal Bearers
1556,6,Iron Man 2
1557,11,Sherlock Holmes: The Mystery of the Mummy
1558,6,Planet 51
1559,8,Diner Dash: Sizzle & Serve
1560,1,Rapala Pro Bass Fishing 2010
1561,1,Wii Sports Club
1562,5,Armored Core V
1563,7,Naruto: Path of the Ninja
1564,6,Hitman: Blood Money
1565,2,GRID 2
1566,7,Dungeon Siege III
1567,10,Naruto: Clash of Ninja Revolution 2
1568,7,Rune Factory: Frontier
1569,1,Ener-G: Gym Rockets
1570,9,The Darkness II
1571,4,Dancing with the Stars: We Dance!
1572,11,Metal Gear Solid: The Legacy Collection
1573,7,Project X Zone
1574,11,Mystery Case Files: The Malgrave Incident
1575,3,Yoshi Touch & Go
1576,12,Combat of Giants: Dinosaurs 3D
1577,4,Taiko no Tatsujin Wii: Ketteiban
1578,12,Age of Empires III
1579,5,Dawn of Discovery
1580,4,Sesame Street: Elmo's A-to-Zoo Adventure
1581,11,SpongeBob vs The Big One: Beach Party Cook Off
1582,2,MotoGP 08
1583,5,Imagine: Party Babyz
1584,1,Tiger Woods PGA Tour 14
1585,11,The Dog Island
1586,1,Madden NFL Football
1587,4,Junior Classic Games
1588,1,Hooked! Again: Real Motion Fishing
1589,6,Samurai Warriors Chronicles
1590,6,Tomb Raider: Legend
1591,6,Ice Age: Dawn of the Dinosaurs
1592,4,Dance Party: Pop Hits
1593,4,Jam Sessions: Sing and Play Guitar (US sales)
1594,6,One Piece: Unlimited World Red
1595,7,Phantasy Star Ã˜
1596,1,Virtua Tennis 2009
1597,5,Imagine: Salon Stylist
1598,1,Cabela's Dangerous Hunts 2009
1599,7,Fragile Dreams: Farewell Ruins of the Moon
1600,1,Get Fit with Mel B
1601,5,Tamagotchi Connection: Corner Shop 3
1602,3,Raving Rabbids: Travel in Time 3D
1603,2,Forza Horizon 3
1604,6,Overlord: Dark Legend
1605,11,Phoenix Wright: Ace Attorney - Dual Destinies
1606,6,Metal Gear Solid: Snake Eater 3D
1607,4,Elite Beat Agents
1608,1,Cabela's Big Game Hunter 2012
1609,10,EA Sports MMA
1610,4,Guitar Hero On Tour: Modern Hits
1611,7,Etrian Odyssey IV: Legends of the Titans
1612,5,ZhuZhu Pets: Featuring The Wild Bunch
1613,5,Petz Rescue: Wildlife Vet
1614,10,Mobile Suit Gundam: Extreme VS Full Boost
1615,3,The Legend of Spyro: A New Beginning
1616,1,Pro Evolution Soccer 2011 3D
1617,7,Shin Megami Tensei: Devil Survivor Overclocked
1618,7,Dragon Ball Z: Attack of the Saiyans
1619,9,The House of the Dead: Overkill - Extended Cut
1620,9,Quake 4
1621,11,Petz Rescue: Ocean Patrol
1622,5,Puppy Palace
1623,5,Paws & Claws: Pampered Pets
1624,1,ESPN: Sports Connection
1625,10,Naruto Shippuden: Ninja Destiny 2
1626,6,SAW
1627,3,The Legend of Spyro: The Eternal Night
1628,6,Digging for Dinosaurs
1629,11,Life is Strange
1630,7,Kingdom Under Fire: Circle of Doom
1631,1,The BIGS
1632,1,Major League Baseball 2K6
1633,6,Mini Ninjas
1634,5,Hell's Kitchen: The Game
1635,1,Rec Room Games
1636,12,Command & Conquer: Red Alert 3 Ultimate Edition
1637,12,Medieval II: Total War Gold Edition
1638,8,Kotoba no Puzzle: Mojipittan DS
1639,3,Bionic Commando
1640,9,Wanted: Weapons of Fate
1641,4,Theatrhythm Final Fantasy: Curtain Call
1642,5,Trauma Center: Under the Knife
1643,5,Build-A-Bear Workshop: A Friend Fur All Seasons
1644,12,Sid Meier's Civilization: Beyond Earth
1645,6,Transformers: Dark of the Moon
1646,6,The Chronicles of Narnia: Prince Caspian
1647,1,My Horse & Me
1648,8,Bejeweled 3
1649,6,Resident Evil Zero
1650,10,One Piece: Gigant Battle!
1651,9,Earth Defense Force 2025
1652,4,Press Your Luck 2010 Edition
1653,12,Tropico 4
1654,1,NHL 2K10
1655,1,North American Hunting Extravaganza
1656,1,AMF Bowling World Lanes
1657,10,Teenage Mutant Ninja Turtles: Smash-Up
1658,4,Kinectimals: Now with Bears!
1659,2,ATV/Monster Truck Mayhem
1660,12,Worms: Open Warfare 2
1661,6,Dark Void
1662,9,James Bond 007: Legends
1663,11,Ryu Ga Gotoku Kenzan!
1664,4,U-Sing
1665,6,Chicken Shoot
1666,12,Company of Heroes 2
1667,4,We Sing Deutsche Hits
1668,5,DanceDanceRevolution
1669,3,Mega Man Zero Collection
1670,11,Wonder Pets! Save the Animals!
1671,11,CSI: Deadly Intent - The Hidden Cases
1672,5,Trauma Center: Second Opinion
1673,6,Remember Me
1674,12,Battalion Wars 2
1675,4,SpongeBob's Boating Bash
1676,6,Sentouchu: Densetsu no Shinobi to Survival Battle!
1677,1,Vancouver 2010 - The Official Video Game of the Olympic Winter Games
1678,7,Fossil Fighters: Frontier
1679,9,Star Fox: Zero
1680,10,One Piece: Gigant Battle 2 Shin Sekai
1681,10,Pac-Man All-Stars
1682,4,Def Jam Rapstar
1683,12,Angry Birds Star Wars
1684,6,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales)
1685,3,Mega Man ZX Advent
1686,9,Sniper: Ghost Warrior 2
1687,1,Racquet Sports
1688,6,Harry Potter and the Deathly Hallows - Part 2
1689,12,Supreme Commander 2
1690,6,SpongeBob SquarePants: The Yellow Avenger
1691,9,The Shoot
1692,4,Hello Kitty Daily
1693,11,Disney Fairies: Tinker Bell and the Great Fairy Rescue
1694,2,F1 Race Stars
1695,5,Style Lab: Jewelry Design
1696,7,Etrian Odyssey
1697,6,Conan
1698,6,Avatar: The Last Airbender - The Burning Earth
1699,6,Tenchu Z
1700,6,Chicken Riot
1701,7,Radiant Historia
1702,6,Kameo: Elements of Power
1703,6,Power Rangers Samurai
1704,6,Dynasty Warriors 6 Empires
1705,6,The Adventures of Tintin: The Game
1706,6,Silent Hill HD Collection
1707,12,Tom Clancy's Ghost Recon: Shadow Wars
1708,4,Momotarou Dentetsu DS: Tokyo & Japan
1709,8,Bookworm
1710,4,Smart Girl's Party Game
1711,8,Puzzle Quest: Challenge of the Warlords
1712,5,My Baby Boy
1713,1,Jonah Lomu Rugby Challenge
1714,5,Imagine: Movie Star
1715,5,Zoo Tycoon (2013)
1716,5,The Sims 3: Town Life Stuff
1717,5,Pony Friends 2
1718,4,Buzz! The Ultimate Music Quiz
1719,7,Persona 5
1720,4,The Eye of Judgment
1721,11,Avatar: The Last Airbender
1722,6,Night at the Museum: Battle of the Smithsonian
1723,6,Sengoku Musou 3 Z
1724,9,Operation Flashpoint: Red River
1725,6,Ninja Blade
1726,6,Transformers: Revenge of the Fallen (DS Versions)
1727,9,Fracture
1728,7,Pandora's Tower
1729,6,Binary Domain
1730,10,The King of Fighters XIII
1731,4,The X-Factor
1732,7,Digimon World: Dawn / Dusk
1733,4,Wipeout 2
1734,4,SingStar Take That
1735,8,Planet Puzzle League
1736,6,Naruto: Rise of a Ninja
1737,9,Chicken Blaster
1738,4,Family Party: 90 Great Games Party Pack
1739,1,NCAA Basketball 10
1740,1,Rugby World Cup 2011
1741,6,Sonic Boom: Rise of Lyric
1742,7,Deus Ex: Mankind Divided
1743,10,Dragon Ball Z: Battle of Z
1744,1,FIFA Street 3
1745,12,Battlestations: Pacific
1746,1,DECA Sports Freedom
1747,11,Goosebumps HorrorLand
1748,6,Elebits
1749,1,SSX Blur
1750,5,My Baby: First Steps
1751,6,1001 Touch Games
1752,3,Despicable Me: The Game
1753,6,Golden Axe: Beast Rider
1754,6,MySims SkyHeroes
1755,4,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten
1756,4,"Carnival Games: Monkey See, Monkey Do!"
1757,6,Clash of the Titans
1758,7,Folklore
1759,10,Dragon Ball Z: Extreme Butoden
1760,6,Dead Rising 2: Off the Record
1761,7,Etrian Odyssey III: The Drowned City
1762,4,Karaoke Revolution Presents American Idol Encore 2
1763,5,Discovery Kids: Puppy Playtime
1764,10,Bleach: Shattered Blade
1765,6,Overlord II
1766,10,J Stars Victory Vs.
1767,7,The Witcher: Enhanced Edition
1768,2,Test Drive Unlimited
1769,6,Bratz: Girlz Really Rock
1770,7,Shin Megami Tensei: Devil Survivor 2
1771,4,Momotarou Dentetsu 20-Shuunen
1772,8,Beautiful Katamari
1773,3,Ben 10 Ultimate Alien: Cosmic Destruction
1774,2,Bigfoot: Collision Course
1775,9,Prey
1776,4,Birthday Party Bash
1777,6,Murdered: Soul Suspect
1778,1,Tony Hawk's American Wasteland
1779,12,The Settlers 7: Paths to a Kingdom
1780,6,TrackMania Turbo
1781,4,Minute to Win It
1782,9,Singularity
1783,5,Dance Dance Revolution Universe
1784,2,DiRT Rally
1785,4,Peppa Pig: Theme Park Fun
1786,1,Gold's Gym: Cardio Workout (Others sales)
1787,8,7 Wonders II
1788,1,Derby Stallion DS
1789,3,Mirror's Edge Catalyst
1790,7,Monster Lab
1791,12,Dragon Quest Monsters: Battle Road Victory
1792,9,Clive Barker's Jericho
1793,5,Littlest Pet Shop: City Friends
1794,4,Quiz Magic Academy DS
1795,6,Resident Evil Archives: Resident Evil
1796,7,Might & Magic Heroes VI
1797,2,Fuel
1798,1,ExerBeat
1799,4,Sesame Street: Cookie's Counting Carnival
1800,4,Fishing Master
1801,6,Phineas and Ferb Ride Again
1802,9,Contra 4
1803,8,Bust-A-Move Universe
1804,6,The Incredible Hulk
1805,4,Namco Museum: Virtual Arcade
1806,6,Star Wars Episode III: Revenge of the Sith
1807,4,Hatsune Miku: Project Mirai DX
1808,12,Dragon Ball Heroes: Ultimate Mission 2
1809,3,Shrek: Forever After
1810,1,MLB 07: The Show
1811,9,Homefront: The Revolution
1812,6,Happy Feet
1813,8,Foto Frenzy: Spot The Diffrence
1814,6,Dr. Seuss: How the Grinch Stole Christmas
1815,1,Cabela's Outdoor Adventures (2009)
1816,5,Football Manager 2016
1817,10,Naruto: Ninja Destiny (US sales)
1818,6,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure
1819,4,Calvin Tucker's Redneck Jamboree
1820,4,Shrek's Carnival Craze Party Games
1821,5,Harvest Moon: Magical Melody
1822,12,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia
1823,12,Little King's Story
1824,3,Madagascar
1825,1,Tiger Woods PGA Tour 06
1826,12,Lord of the Rings: Battle for Middle-Earth
1827,8,Math Play
1828,6,Sorcery
1829,8,TouchMaster: Connect
1830,1,Shaun White Snowboarding: World Stage
1831,4,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten
1832,11,LEGO Legends of Chima: Laval's Journey
1833,5,Imagine: Family Doctor
1834,7,Magna Carta 2
1835,6,Nicktoons: Battle for Volcano Island
1836,4,Karaoke Revolution Glee: Volume 3
1837,12,Dai-2-Ji Super Robot Taisen OG
1838,5,Trauma Center: New Blood
1839,6,NES Remix
1840,5,1701 A.D.
1841,6,Batman: The Brave and the Bold the Videogame
1842,10,PowerUp Heroes
1843,2,NASCAR 2011: The Game
1844,8,Puyo Puyo 7
1845,12,Super Robot Taisen W
1846,4,Squinkies
1847,12,Zoo Tycoon 2 DS
1848,6,Looney Tunes: Duck Amuck
1849,7,Drakengard 3
1850,6,Tom Clancy's Splinter Cell 3D
1851,11,Jonas
1852,2,Wacky Races: Crash & Dash
1853,6,Dynasty Warriors 8: Xtreme Legends
1854,7,Fossil Fighters (JP sales)
1855,5,Tropico 5
1856,7,Glory of Heracles
1857,4,Nounai Aeshe: IQ Suppli DS
1858,5,MySims Party
1859,6,One Piece Unlimited Cruise SP
1860,6,N3: Ninety-Nine Nights
1861,5,John Deere: Harvest in the Heartland
1862,4,Rabbids: Alive & Kicking
1863,7,Shin Megami Tensei: Devil Summoner - Soul Hackers
1864,5,Dance Dance Revolution Universe 3
1865,4,We Sing Pop!
1866,1,Reel Fishing: Angler's Dream
1867,9,Call of Duty: Modern Warfare 3: Defiance
1868,5,SimCity 4
1869,7,Star Ocean 5: Integrity and Faithlessness
1870,9,Call of Juarez: The Cartel
1871,4,Alvin and the Chipmunks: The Squeakquel
1872,4,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!
1873,6,The Suite Life of Zack & Cody: Circle of Spies
1874,3,Mega Man ZX
1875,5,Harvest Moon DS Cute (US sales)
1876,1,Power Pro Kun Pocket 10
1877,4,Guitar Hero: Van Halen
1878,7,Final Fantasy XI: Wings of the Goddess
1879,10,Fist of the North Star: Ken's Rage 2
1880,11,Trace Memory
1881,8,Mah Jong Quest: Expeditions
1882,10,Dragon Ball Z: Budokai Tenkaichi 2
1883,5,Imagine: Makeup Artist
1884,9,Front Mission Evolved
1885,3,Tom and Jerry Tales
1886,1,The BIGS 2
1887,4,Junior Brain Trainer 2
1888,9,The Chronicles of Riddick: Assault on Dark Athena
1889,6,The Godfather: Dons Edition
1890,1,MLB Power Pros
1891,6,Dynasty Warriors: Strikeforce
1892,6,Prince of Persia: Rival Swords
1893,6,One Piece Unlimited Cruise 2: Awakening of a Hero
1894,11,Majin and the Forsaken Kingdom
1895,1,Punch-Out!!
1896,9,The Bureau: XCOM Declassified
1897,1,NBA Live 06
1898,7,Shin Megami Tensei: Strange Journey
1899,6,Starhawk
1900,5,Imagine: Fashion Designer World Tour
1901,4,The Smurfs: Dance Party
1902,4,Disney Channel: All Star Party
1903,6,Medieval Moves: Deadmund's Quest
1904,11,CSI: Deadly Intent
1905,6,Bladestorm: The Hundred Years' War
1906,9,World of Tanks
1907,8,Jewel Quest Mysteries: Curse of the Emerald Tear
1908,9,Turning Point: Fall of Liberty
1909,6,Dead Rising: Chop Till You Drop
1910,7,Fable: The Journey
1911,6,Sonic Boom: Shattered Crystal
1912,4,Just Dance Wii 2
1913,5,WWII Aces
1914,5,The Urbz: Sims In the City (US weekly sales)
1915,8,Feel the Magic XY/XX
1916,8,Neopets Puzzle Adventure
1917,4,Dragon Ball Heroes: Ultimate Mission
1918,10,BlazBlue: Chrono Phantasma
1919,11,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles
1920,8,I Spy: Spooky Mansion
1921,5,Wappy Dog
1922,2,NASCAR 08
1923,7,World of Warcraft: Legion
1924,1,Power Pro Kun Pocket 11
1925,6,El Shaddai: Ascension of the Metatron
1926,6,Family Guy: Back to the Multiverse
1927,8,Ratatouille: Food Frenzy
1928,6,Bratz: Super Babyz
1929,4,Battle & Get! Pokemon Typing DS
1930,6,Kung Zhu
1931,9,DeathSmiles
1932,1,Hot Shots Golf: World Invitational
1933,11,Bratz Ponyz
1934,5,Baby Pals
1935,1,NHL 2K11
1936,10,One Piece: Burning Blood
1937,6,Siren: Blood Curse
1938,1,Pro Evolution Soccer 2017
1939,5,Chromehounds
1940,6,Assassin's Creed II: Discovery
1941,6,Beyblade: Metal Masters
1942,9,Dead to Rights: Retribution
1943,12,Yu-Gi-Oh! World Championship 2008
1944,1,Surf's Up
1945,1,Remington Super Slam Hunting: Africa
1946,9,Army of Two: The Devil's Cartel
1947,4,Sing Party
1948,5,Shrek: Ogres & Dronkeys
1949,2,Hot Wheels: Track Attack
1950,10,Virtua Fighter 5 Online
1951,6,Shadows of the Damned
1952,6,Dragon Quest Heroes II: Twin Kings and the Prophecy's End
1953,1,UEFA Euro 2016
1954,12,RollerCoaster Tycoon 3
1955,3,Over the Hedge
1956,11,iCarly 2: iJoin The Click!
1957,6,Transformers: Cybertron Adventures
1958,4,Pinkalicious
1959,8,Puyo Puyo! 15th Anniversary
1960,1,FIFA Soccer 07
1961,4,AC/DC LIVE: Rock Band Track Pack
1962,4,My Japanese Coach
1963,3,Puppeteer
1964,11,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves
1965,6,Marvel Super Hero Squad: The Infinity Gauntlet
1966,4,Kobitodzukan: Kobito Kansatsu Set
1967,2,ExciteBots: Trick Racing
1968,4,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2
1969,11,How to Train Your Dragon 2
1970,4,Zumba Fitness: World Party
1971,5,Littlest Pet Shop: Beach Friends
1972,7,Suikoden Tierkreis
1973,7,Divinity: Original Sin
1974,4,Hatsune Miku: Project Diva f
1975,6,Resident Evil: Deadly Silence
1976,8,Pac-Pix
1977,9,The Club
1978,4,Rhythm Thief & the Emperor's Treasure
1979,1,MotionSports: Adrenaline
1980,9,Gun
1981,1,NHL 07
1982,7,Disgaea 5: Alliance of Vengeance
1983,12,Battle of Giants: Mutant Insects
1984,6,Sengoku Basara 4
1985,11,Sherlock Holmes: Crimes & Punishments
1986,5,Bratz: The Movie
1987,4,Reader Rabbit Kindergarten
1988,6,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training
1989,4,Ben 10 Triple Pack
1990,6,The Penguins of Madagascar
1991,1,Summer Athletics: The Ultimate Challenge (US sales)
1992,4,Rock Revolution
1993,7,Etrian Odyssey II: Heroes of Lagaard
1994,7,Shin Megami Tensei: Devil Survivor
1995,9,Section 8
1996,5,America's Test Kitchen: Let's Get Cooking
1997,7,Final Fantasy XI: Ultimate Collection
1998,12,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu
1999,2,F1 2016 (Codemasters)
2000,4,Dora the Explorer: Dora Saves the Crystal Kingdom
2001,11,Ace Attorney 6
2002,8,Cake Mania 2: Jill's Next Adventure!
2003,6,Batman: Arkham Origins Blackgate
2004,6,Deadly Premonition
2005,8,Are You Smarter than a 5th Grader? Game Time
2006,6,Ultimate NES Remix
2007,11,Megamind: The Blue Defender
2008,11,Teenage Mutant Ninja Turtles: Danger of the Ooze
2009,8,Super Collapse! 3
2010,6,Superman Returns
2011,4,My Virtual Tutor: Reading Adventure Kindergarten to First
2012,1,Jikkyou Powerful Pro Yakyuu 2010
2013,6,Dynasty Warriors 7: Xtreme Legends
2014,1,Summer Sports 2: Island Sports Party
2015,5,Imagine: Fashion Party
2016,5,Fish Tycoon
2017,4,Scene It? Twilight
2018,1,Don King Boxing
2019,7,Atelier Ayesha: The Alchemist of Dusk
2020,1,NBA 07
2021,9,Reload: Target Down
2022,1,All-Pro Football 2K8
2023,12,Battlestations: Midway
2024,3,Rayman DS
2025,6,Gundam Breaker
2026,6,Create
2027,5,A.C.E.: Another Century's Episode R
2028,5,Littlest Pet Shop: Friends
2029,6,Aikatsu! 2-nin no My Princess
2030,7,Beyblade: Metal Fusion
2031,12,Zoo Tycoon 2: Ultimate Collection
2032,5,Love Plus
2033,7,Tales of Innocence
2034,6,Prison Break: The Conspiracy
2035,4,DS Bungaku Zenshuu
2036,5,We Cheer 2
2037,11,Nancy Drew: The Mystery of the Clue Bender Society
2038,1,Inazuma Eleven GO 3: Galaxy
2039,5,Project Runway
2040,1,Jikkyou Powerful Pro Yakyuu 2013
2041,7,Inazuma Eleven Strikers
2042,5,Babysitting Mania
2043,11,Ace Attorney Investigations 2
2044,4,Smart Girl's Playhouse
2045,8,TouchMaster 3(Others sales)
2046,1,Jikkyou Powerful Pro Yakyuu 2011
2047,1,Madden NFL 2005
2048,7,Etrian Odyssey Untold: The Millennium Girl
2049,6,Yakuza: Ishin
2050,12,SD Gundam G Generation: Cross Drive
2051,11,The Testament of Sherlock Holmes
2052,7,Game of Thrones
2053,4,Loving Life with Hello Kitty & Friends
2054,4,Karaoke Joysound Wii
2055,8,Polarium
2056,6,Samurai Warriors 4
2057,6,Peter Jackson's King Kong: The Official Game of the Movie
2058,11,Bratz Ponyz 2
2059,9,Legendary
2060,1,Daisy Fuentes Pilates
2061,6,Star Trek: The Game
2062,1,Dead or Alive Xtreme 2
2063,5,Petz: Crazy Monkeyz
2064,6,Tokyo Jungle
2065,6,Hunted: The Demon's Forge
2066,11,Pirates of the Caribbean: Dead Man's Chest
2067,2,NASCAR 09
2068,11,The Backyardigans
2069,5,Silent Hunter 5: Battle of the Atlantic
2070,4,Metroid Prime Pinball
2071,4,Nickelodeon Dance
2072,6,NHL 08
2073,5,Imagine: Ballet Star
2074,7,Percy Jackson and the Olympians: The Lightning Thief
2075,11,Journey
2076,3,Tearaway Unfolded
2077,6,Resident Evil Archives: Resident Evil Zero
2078,5,Zoo Resort 3D
2079,6,The Suite Life of Zack & Cody: Tipton Trouble
2080,4,Hatsune Miku: Project Diva F 2nd
2081,4,Scrabble
2082,6,Kung Fu Panda 2
2083,5,Birds of Steel
2084,5,Animal Paradise
2085,6,Spider-Man: Edge of Time
2086,6,The Outfit
2087,2,MotoGP '07
2088,10,Mortal Kombat: Armageddon
2089,1,Don King Presents: Prizefighter
2090,4,U-Sing: Girls Night
2091,7,Freshly-Picked: Tingle's Rosy Rupeeland
2092,11,L.A. Noire: The Complete Edition
2093,7,The Legend of Legacy
2094,4,Ultimate Band
2095,9,Far Cry Instincts Predator
2096,6,X-Men: Destiny
2097,6,X-Men Origins: Wolverine
2098,6,Yakuza Zero: The Place of Oath
2099,5,Imagine: Zookeeper
2100,4,TV Superstars
2101,5,Armored Core 4
2102,5,Littlest Pet Shop: Country Friends
2103,3,Dood's Big Adventure
2104,1,We Love Golf!
2105,12,Anno 2205
2106,8,Cradle of Rome
2107,7,Monster Hunter G
2108,2,SBK Superbike World Championship
2109,11,Disney's A Christmas Carol
2110,5,Disney's Planes
2111,7,Tales of Hearts
2112,9,Transformers: War for Cybertron (DS Version)
2113,7,Avalon Code
2114,11,That's So Raven: Psychic on the Scene
2115,6,Tongari Boushi to Oshare na Mahou Tsukai
2116,11,Broken Sword: Shadow of the Templars - The Director's Cut
2117,12,Command & Conquer 3: Kane's Wrath
2118,4,Dreamcast Collection
2119,4,Disney Stitch Jam
2120,5,Ace Combat: Assault Horizon Legacy
2121,11,Imagine: Teacher Class Trip
2122,11,Final Fantasy Fables: Chocobo Tales
2123,1,Pure Futbol
2124,7,Atelier Meruru: Alchemist of Arland 3
2125,1,Deca Sports 3
2126,6,Harry Potter and the Goblet of Fire
2127,1,Bass Pro Shops: The Hunt
2128,4,Boogie SuperStar
2129,4,Rock Band Track Pack Volume 1
2130,7,Stella Glow
2131,4,Dancing With The Stars
2132,11,Megamind: Mega Team Unite
2133,1,PDC World Championship Darts 2008
2134,7,Luminous Arc
2135,6,The Lord of the Rings: Aragorn's Quest
2136,5,Paws & Claws: Pet Resort
2137,1,Grand Slam Tennis 2
2138,4,The Price is Right 2010 Edition
2139,6,The Godfather (US & Others sales)
2140,4,Rock Band Track Pack Volume 2
2141,6,Mobile Suit Gundam Battlefield Record U.C.0081
2142,1,Ashes Cricket 2009
2143,11,Amazing Adventures: The Forgotten Ruins
2144,4,Pictionary: Ultimate Edition
2145,2,DiRT Showdown
2146,7,Divinity II: Ego Draconis
2147,11,Hello Kitty Seasons
2148,3,Chibi-Robo! Zip Lash
2149,11,Sherlock Holmes and the Mystery of Osborne House
2150,4,Viva Pinata: Party Animals
2151,8,Scrabble (Others sales)
2152,8,Angry Birds
2153,7,Risen 2: Dark Waters
2154,4,Game & Wario
2155,6,Onechanbara Z2: Chaos
2156,7,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout
2157,4,DanceDanceRevolution II
2158,2,TrackMania: Build to Race
2159,8,Nintendo Presents: Crossword Collection
2160,6,G.I. Joe: The Rise of Cobra
2161,7,Ar tonelico Qoga: Knell of Ar Ciel
2162,1,Tony Hawk's Downhill Jam
2163,8,Jewels of the Tropical Lost Island
2164,6,Afro Samurai
2165,7,Sands of Destruction
2166,7,Lunar Knights
2167,11,The Walking Dead: Season Two
2168,7,Naruto: Path of the Ninja 2
2169,4,Wizards of Waverly Place: Spellbound
2170,5,Love Plus +
2171,7,Etrian Mystery Dungeon
2172,3,The Smurfs 2
2173,4,Big Family Games
2174,1,Big Beach Sports 2
2175,2,Hot Wheels: Beat That!
2176,6,Saint Seiya: Sanctuary Battle
2177,6,Girls Mode 3: Kirakira Code
2178,8,Meteos
2179,7,Cross Edge
2180,5,Hotel for Dogs
2181,12,Total War: Attila
2182,4,SingStar Pop Edition
2183,6,Dynasty Warriors: Gundam Reborn
2184,4,Carnival Island
2185,2,M&M's Kart Racing
2186,4,Rock Band Track Pack: Classic Rock
2187,6,Looney Tunes: Acme Arsenal
2188,7,Sword Art Online: Lost Song
2189,11,Pitfall: The Big Adventure
2190,12,Worms: Battle Islands
2191,5,Imagine: Detective
2192,6,NBA 2K6
2193,12,Age of Empires: The Age of Kings
2194,5,What's Cooking? Jamie Oliver
2195,1,Ultimate Duck Hunting: Hunting & Retrieving Ducks
2196,11,Last Window: The Secret of Cape West
2197,5,I Love Horses
2198,4,Karaoke Revolution Glee 2: Road to Regionals
2199,7,Luminous Arc 2
2200,6,Deadly Creatures
2201,1,NBA Live 15
2202,6,Puss in Boots
2203,6,Family Fest presents: Movie Games
2204,6,Musou Orochi Z
2205,6,Naruto Shippuden: Ninja Council 4
2206,1,Rocket League
2207,1,Saka-Tsuku DS: Touch and Direct
2208,1,Super Swing Golf
2209,11,Barbie and the Three Musketeers
2210,10,Naruto: Ninja Council 2 European Version
2211,1,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen
2212,2,TRON: Evolution - Battle Grids
2213,1,Hooked! Real Motion Fishing
2214,11,Ratchet & Clank: Full Frontal Assault
2215,1,Family Party: 30 Great Games Winter Fun
2216,4,101-in-1 Party Megamix Wii
2217,12,Dinosaur King
2218,6,All Star Karate
2219,11,The Magic School Bus: Oceans
2220,7,Digimon World DS (JP sales)
2221,7,3rd Super Robot Wars Z Jigoku Hen
2222,5,Petz Monkeyz House
2223,10,FaceBreaker K.O. Party
2224,6,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack
